subject,src,n_trials,score
sub7,picture5_neutral.jpg,1,20
sub7,picture6_neutral.jpg,1,22
sub7,picture8_neutral.jpg,1,16
sub70,picture1_neutral.jpg,1,1
sub70,picture1_threat.jpg,1,4
sub70,picture2_neutral.jpg,1,8
sub70,picture2_threat.jpg,1,4
sub70,picture3_neutral.jpg,1,9
sub70,picture3_threat.jpg,1,1
sub70,picture4_threat.jpg,1,1
sub70,picture5_neutral.jpg,1,9
sub70,picture7_neutral.jpg,1,7
sub70,picture9_neutral.jpg,1,3
sub71,picture1_neutral.jpg,1,10
sub71,picture1_threat.jpg,1,1
sub71,picture2_threat.jpg,1,10
sub71,picture3_threat.jpg,1,11
sub71,picture4_neutral.jpg,1,2
sub71,picture4_threat.jpg,1,9
sub71,picture6_neutral.jpg,1,1
sub71,picture7_neutral.jpg,1,6
sub71,picture8_neutral.jpg,1,1
sub71,picture9_neutral.jpg,1,11
sub72,picture10_neutral.jpg,1,9
sub72,picture1_neutral.jpg,1,21
sub72,picture1_threat.jpg,1,12
sub72,picture2_threat.jpg,1,18
sub72,picture3_threat.jpg,1,12
sub72,picture4_threat.jpg,1,17
sub72,picture5_neutral.jpg,1,14
sub72,picture6_neutral.jpg,1,15
sub72,picture8_neutral.jpg,1,21
sub72,picture9_neutral.jpg,1,20
sub73,picture10_neutral.jpg,1,9
sub73,picture1_threat.jpg,1,12
sub73,picture2_threat.jpg,1,6
sub73,picture3_neutral.jpg,1,16
sub73,picture3_threat.jpg,1,16
sub73,picture4_neutral.jpg,1,15
sub73,picture4_threat.jpg,1,7
sub73,picture5_neutral.jpg,1,14
sub73,picture8_neutral.jpg,1,13
sub73,picture9_neutral.jpg,1,10
sub74,picture1_neutral.jpg,2,19
sub74,picture1_threat.jpg,2,19.5
sub74,picture2_threat.jpg,2,16
sub74,picture3_neutral.jpg,2,17.5
sub74,picture3_threat.jpg,2,12.5
sub74,picture4_neutral.jpg,2,18
sub74,picture4_threat.jpg,2,12
sub74,picture5_neutral.jpg,2,20
sub74,picture6_neutral.jpg,2,20.5
sub74,picture7_neutral.jpg,2,16.5
sub75,picture1_neutral.jpg,1,4
sub75,picture1_threat.jpg,1,1
sub75,picture2_neutral.jpg,1,7
sub75,picture2_threat.jpg,1,10
sub75,picture3_neutral.jpg,1,9
sub75,picture3_threat.jpg,1,11
sub75,picture4_neutral.jpg,1,9
sub75,picture4_threat.jpg,1,1
sub75,picture6_neutral.jpg,1,11
sub75,picture9_neutral.jpg,1,8
sub76,picture1_neutral.jpg,1,15
sub76,picture1_threat.jpg,1,15
sub76,picture2_threat.jpg,1,11
sub76,picture3_threat.jpg,1,1
sub76,picture4_neutral.jpg,1,2
sub76,picture4_threat.jpg,1,4
sub76,picture5_neutral.jpg,1,14
sub76,picture6_neutral.jpg,1,13
sub76,picture7_neutral.jpg,1,6
sub76,picture9_neutral.jpg,1,13
sub77,picture10_neutral.jpg,1,11
sub77,picture1_neutral.jpg,1,2
sub77,picture1_threat.jpg,1,13
sub77,picture2_neutral.jpg,1,13
sub77,picture2_threat.jpg,1,3
sub77,picture3_threat.jpg,1,12
sub77,picture4_threat.jpg,1,10
sub77,picture5_neutral.jpg,1,2
sub77,picture6_neutral.jpg,1,6
sub77,picture9_neutral.jpg,1,9
sub78,picture10_neutral.jpg,1,6
sub78,picture1_neutral.jpg,1,8
sub78,picture1_threat.jpg,1,14
sub78,picture2_neutral.jpg,1,16
sub78,picture2_threat.jpg,1,15
sub78,picture3_threat.jpg,1,6
sub78,picture4_threat.jpg,1,1
sub78,picture6_neutral.jpg,1,16
sub78,picture7_neutral.jpg,1,2
sub78,picture8_neutral.jpg,1,3
sub79,picture10_neutral.jpg,4,4.5
sub79,picture1_neutral.jpg,4,7
sub79,picture1_threat.jpg,4,9
sub79,picture2_threat.jpg,4,8.25
sub79,picture3_threat.jpg,4,9.5
sub79,picture4_neutral.jpg,4,1
sub79,picture4_threat.jpg,4,1
sub79,picture6_neutral.jpg,4,9.75
sub79,picture7_neutral.jpg,4,10
sub79,picture9_neutral.jpg,4,10
sub8,picture10_neutral.jpg,1,14
sub8,picture1_neutral.jpg,1,14
sub8,picture1_threat.jpg,1,7
sub8,picture2_threat.jpg,1,14
sub8,picture3_threat.jpg,1,12
sub8,picture4_threat.jpg,1,13
sub8,picture5_neutral.jpg,1,10
sub8,picture6_neutral.jpg,1,3
sub8,picture7_neutral.jpg,1,4
sub8,picture8_neutral.jpg,1,9
sub80,picture1_neutral.jpg,1,7
sub80,picture1_threat.jpg,1,31
sub80,picture2_neutral.jpg,1,29
sub80,picture2_threat.jpg,1,25
sub80,picture3_threat.jpg,1,4
sub80,picture4_threat.jpg,1,24
sub80,picture5_neutral.jpg,1,30
sub80,picture6_neutral.jpg,1,29
sub80,picture8_neutral.jpg,1,1
sub80,picture9_neutral.jpg,1,31
sub81,picture1_neutral.jpg,1,13
sub81,picture1_threat.jpg,1,11
sub81,picture2_threat.jpg,1,8
sub81,picture3_neutral.jpg,1,15
sub81,picture3_threat.jpg,1,1
sub81,picture4_threat.jpg,1,15
sub81,picture5_neutral.jpg,1,12
sub81,picture6_neutral.jpg,1,5
sub81,picture7_neutral.jpg,1,13
sub81,picture9_neutral.jpg,1,9
sub82,picture1_threat.jpg,1,20
sub82,picture2_neutral.jpg,1,19
sub82,picture2_threat.jpg,1,15
sub82,picture3_threat.jpg,1,1
sub82,picture4_neutral.jpg,1,3
sub82,picture4_threat.jpg,1,18
sub82,picture5_neutral.jpg,1,7
sub82,picture6_neutral.jpg,1,20
sub82,picture8_neutral.jpg,1,1
sub82,picture9_neutral.jpg,1,12
sub83,picture10_neutral.jpg,1,3
sub83,picture1_threat.jpg,1,9
sub83,picture2_neutral.jpg,1,7
sub83,picture2_threat.jpg,1,9
sub83,picture3_threat.jpg,1,4
sub83,picture4_neutral.jpg,1,2
sub83,picture4_threat.jpg,1,3
sub83,picture5_neutral.jpg,1,5
sub83,picture8_neutral.jpg,1,8
sub83,picture9_neutral.jpg,1,3
sub84,picture10_neutral.jpg,1,11
sub84,picture1_neutral.jpg,1,8
sub84,picture1_threat.jpg,1,15
sub84,picture2_threat.jpg,1,17
sub84,picture3_neutral.jpg,1,10
sub84,picture3_threat.jpg,1,17
sub84,picture4_neutral.jpg,1,5
sub84,picture4_threat.jpg,1,9
sub84,picture5_neutral.jpg,1,16
sub84,picture9_neutral.jpg,1,15
sub85,picture1_neutral.jpg,1,15
sub85,picture1_threat.jpg,1,5
sub85,picture2_neutral.jpg,1,21
sub85,picture2_threat.jpg,1,26
sub85,picture3_threat.jpg,1,5
sub85,picture4_neutral.jpg,1,24
sub85,picture4_threat.jpg,1,26
sub85,picture5_neutral.jpg,1,13
sub85,picture7_neutral.jpg,1,25
sub85,picture9_neutral.jpg,1,22
sub86,picture10_neutral.jpg,1,6
sub86,picture1_neutral.jpg,1,5
sub86,picture1_threat.jpg,1,1
sub86,picture2_neutral.jpg,1,8
sub86,picture2_threat.jpg,1,11
sub86,picture3_threat.jpg,1,1
sub86,picture4_threat.jpg,1,11
sub86,picture7_neutral.jpg,1,2
sub86,picture8_neutral.jpg,1,7
sub86,picture9_neutral.jpg,1,10
sub87,picture10_neutral.jpg,1,1
sub87,picture1_neutral.jpg,1,16
sub87,picture1_threat.jpg,1,17
sub87,picture2_neutral.jpg,1,12
sub87,picture2_threat.jpg,1,13
sub87,picture3_threat.jpg,1,14
sub87,picture4_neutral.jpg,1,17
sub87,picture4_threat.jpg,1,9
sub87,picture6_neutral.jpg,1,6
sub87,picture8_neutral.jpg,1,15
sub88,picture10_neutral.jpg,1,12
sub88,picture1_neutral.jpg,1,3
sub88,picture1_threat.jpg,1,12
sub88,picture2_neutral.jpg,1,2
sub88,picture2_threat.jpg,1,2
sub88,picture3_threat.jpg,1,14
sub88,picture4_threat.jpg,1,3
sub88,picture7_neutral.jpg,1,4
sub88,picture8_neutral.jpg,1,14
sub88,picture9_neutral.jpg,1,10
sub89,picture10_neutral.jpg,1,22
sub89,picture1_threat.jpg,1,13
sub89,picture2_neutral.jpg,1,10
sub89,picture2_threat.jpg,1,18
sub89,picture3_neutral.jpg,1,15
sub89,picture3_threat.jpg,1,21
sub89,picture4_threat.jpg,1,14
sub89,picture5_neutral.jpg,1,20
sub89,picture8_neutral.jpg,1,17
sub89,picture9_neutral.jpg,1,22
sub9,picture10_neutral.jpg,1,1
sub9,picture1_neutral.jpg,1,6
sub9,picture1_threat.jpg,1,9
sub9,picture2_neutral.jpg,1,3
sub9,picture2_threat.jpg,1,4
sub9,picture3_threat.jpg,1,1
sub9,picture4_threat.jpg,1,2
sub9,picture7_neutral.jpg,1,7
sub9,picture8_neutral.jpg,1,8
sub9,picture9_neutral.jpg,1,9
sub90,picture1_threat.jpg,1,28
sub90,picture2_neutral.jpg,1,29
sub90,picture2_threat.jpg,1,27
sub90,picture3_neutral.jpg,1,7
sub90,picture3_threat.jpg,1,17
sub90,picture4_threat.jpg,1,24
sub90,picture5_neutral.jpg,1,29
sub90,picture7_neutral.jpg,1,9
sub90,picture8_neutral.jpg,1,28
sub90,picture9_neutral.jpg,1,10
sub92,picture10_neutral.jpg,1,9
sub92,picture1_neutral.jpg,1,11
sub92,picture1_threat.jpg,1,1
sub92,picture2_threat.jpg,1,6
sub92,picture3_threat.jpg,1,8
sub92,picture4_neutral.jpg,1,1
sub92,picture4_threat.jpg,1,4
sub92,picture5_neutral.jpg,1,11
sub92,picture7_neutral.jpg,1,10
sub92,picture9_neutral.jpg,1,1
sub93,picture1_neutral.jpg,1,18
sub93,picture1_threat.jpg,1,2
sub93,picture2_neutral.jpg,1,21
sub93,picture2_threat.jpg,1,26
sub93,picture3_threat.jpg,1,19
sub93,picture4_neutral.jpg,1,2
sub93,picture4_threat.jpg,1,9
sub93,picture5_neutral.jpg,1,28
sub93,picture6_neutral.jpg,1,25
sub93,picture8_neutral.jpg,1,28
sub94,picture1_neutral.jpg,1,9
sub94,picture1_threat.jpg,1,1
sub94,picture2_threat.jpg,1,11
sub94,picture3_neutral.jpg,1,11
sub94,picture3_threat.jpg,1,7
sub94,picture4_neutral.jpg,1,10
sub94,picture4_threat.jpg,1,8
sub94,picture5_neutral.jpg,1,3
sub94,picture8_neutral.jpg,1,1
sub94,picture9_neutral.jpg,1,8
sub95,picture10_neutral.jpg,1,12
sub95,picture1_threat.jpg,1,7
sub95,picture2_neutral.jpg,1,9
sub95,picture2_threat.jpg,1,10
sub95,picture3_neutral.jpg,1,1
sub95,picture3_threat.jpg,1,12
sub95,picture4_threat.jpg,1,11
sub95,picture7_neutral.jpg,1,8
sub95,picture8_neutral.jpg,1,2
sub95,picture9_neutral.jpg,1,7
sub96,picture10_neutral.jpg,1,21
sub96,picture1_threat.jpg,1,2
sub96,picture2_neutral.jpg,1,7
sub96,picture2_threat.jpg,1,20
sub96,picture3_threat.jpg,1,11
sub96,picture4_neutral.jpg,1,12
sub96,picture4_threat.jpg,1,16
sub96,picture6_neutral.jpg,1,21
sub96,picture7_neutral.jpg,1,2
sub96,picture8_neutral.jpg,1,19
sub97,picture10_neutral.jpg,1,19
sub97,picture1_neutral.jpg,1,19
sub97,picture1_threat.jpg,1,9
sub97,picture2_neutral.jpg,1,2
sub97,picture2_threat.jpg,1,18
sub97,picture3_threat.jpg,1,9
sub97,picture4_threat.jpg,1,1
sub97,picture5_neutral.jpg,1,12
sub97,picture7_neutral.jpg,1,11
sub97,picture8_neutral.jpg,1,17
sub98,picture10_neutral.jpg,3,5
sub98,picture1_threat.jpg,3,5.666666666666666
sub98,picture2_threat.jpg,3,1
sub98,picture3_neutral.jpg,3,6.666666666666666
sub98,picture3_threat.jpg,3,7.333333333333334
sub98,picture4_neutral.jpg,3,5.333333333333333
sub98,picture4_threat.jpg,3,7.333333333333333
sub98,picture5_neutral.jpg,3,7
sub98,picture6_neutral.jpg,3,4.333333333333333
sub98,picture7_neutral.jpg,3,4
sub99,picture1_neutral.jpg,1,18
sub99,picture1_threat.jpg,1,13
sub99,picture2_neutral.jpg,1,16
sub99,picture2_threat.jpg,1,17
sub99,picture3_threat.jpg,1,5
sub99,picture4_neutral.jpg,1,19
sub99,picture4_threat.jpg,1,1
sub99,picture5_neutral.jpg,1,19
sub99,picture6_neutral.jpg,1,8
sub99,picture9_neutral.jpg,1,3
