src,score_mean,score_sem,condition
picture10_neutral.jpg,10.470238095238095,0.8760595228462351,neutral
picture1_neutral.jpg,9.82175925925926,0.7801169719221516,neutral
picture1_threat.jpg,12.14191419141914,0.7747329506848563,threat
picture2_neutral.jpg,11.625730994152047,1.0270404287509614,neutral
picture2_threat.jpg,12.033828382838283,0.8114063920643053,threat
picture3_neutral.jpg,12.281609195402298,1.0191683647395158,neutral
picture3_threat.jpg,11.442244224422444,0.7188390424820452,threat
picture4_neutral.jpg,10.813218390804597,0.9925283619833645,neutral
picture4_threat.jpg,10.993399339933992,0.7807851989562344,threat
picture5_neutral.jpg,13.073770491803277,0.9851933921251842,neutral
picture6_neutral.jpg,11.574858757062147,1.0947963402858327,neutral
picture7_neutral.jpg,9.882513661202186,0.8917702411824006,neutral
picture8_neutral.jpg,12.228395061728396,1.129446001528341,neutral
picture9_neutral.jpg,11.357142857142856,0.8818733178969422,neutral
