subject,trialCount,RT,acc,partResp,chosenNode,chosenImageFile,chosenCommunityNumber,chosenThreatStatus,option1CommunityNumber,option1ThreatStatus,option2CommunityNumber,option2ThreatStatus,option3CommunityNumber,option3ThreatStatus,combined_comnums,target_node,target_threat,nontarget_comb,nontarget_threat
sub12,27,2943,1,1,Node6,picture9.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub12,28,10856,1,1,Node9,picture7.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub12,29,3443,1,1,Node3,picture1.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub12,30,5938,1,1,Node1,picture2.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub12,31,4782,1,3,Node8,picture4.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub12,32,4556,1,1,Node10,picture3.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub12,33,4265,1,2,Node8,picture4.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub12,34,4949,1,3,Node1,picture2.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub12,35,6288,1,3,Node2,picture5.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub12,36,3959,1,1,Node10,picture3.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub12,37,5143,1,1,Node9,picture7.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub12,38,3993,1,2,Node3,picture1.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub12,39,19719,1,2,Node4,picture1.jpg,1,neutral,2,threat,1,neutral,2,threat,212,,neutral,threatthreat,has_threat
sub12,40,2827,1,3,Node3,picture1.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub12,41,2426,1,1,Node1,picture2.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub12,42,2800,1,2,Node3,picture1.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub12,43,2423,1,3,Node1,picture2.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub12,44,3672,1,1,Node4,picture1.jpg,1,neutral,1,neutral,2,threat,2,threat,122,,neutral,threatthreat,has_threat
sub12,45,12713,1,2,Node2,picture5.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub12,46,3876,1,2,Node6,picture9.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub12,47,3279,1,3,Node10,picture3.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub12,48,6632,1,1,Node2,picture5.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub13,1,4222,1,3,Node9,picture2.jpg,2,threat,1,neutral,1,neutral,2,threat,112,,threat,neutralneutral,no_threat
sub13,2,6437,1,3,Node4,picture4.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub13,3,3202,1,1,Node10,picture1.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub13,4,3416,1,1,Node8,picture2.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub13,5,5113,1,3,Node3,picture3.jpg,1,threat,2,threat,2,threat,1,threat,221,,threat,threatthreat,has_threat
sub13,6,2155,1,3,Node6,picture5.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub13,7,3212,0,2,Node3,picture3.jpg,1,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub13,8,7968,1,2,Node8,picture2.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub13,9,4880,1,2,Node3,picture3.jpg,1,threat,2,threat,1,threat,2,threat,212,,threat,threatthreat,has_threat
sub13,10,6566,1,3,Node4,picture4.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub13,11,2807,1,2,Node10,picture1.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub13,12,2975,1,3,Node6,picture5.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub13,13,4565,1,1,Node1,picture3.jpg,1,neutral,1,neutral,2,threat,2,threat,122,,neutral,threatthreat,has_threat
sub13,14,2932,1,1,Node3,picture3.jpg,1,threat,1,threat,2,threat,2,threat,122,,threat,threatthreat,has_threat
sub13,15,3529,1,3,Node1,picture3.jpg,1,neutral,2,threat,2,threat,1,neutral,221,,neutral,threatthreat,has_threat
sub13,16,34500,1,1,Node6,picture5.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub13,17,3067,1,2,Node9,picture2.jpg,2,threat,1,neutral,2,threat,1,neutral,121,,threat,neutralneutral,no_threat
sub13,18,3857,0,3,Node3,picture3.jpg,1,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub13,19,5409,1,1,Node6,picture5.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub13,20,3467,0,3,Node8,picture2.jpg,2,neutral,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub13,21,10941,1,1,Node9,picture2.jpg,2,threat,2,threat,1,neutral,1,neutral,211,,threat,neutralneutral,no_threat
sub13,22,7588,1,2,Node4,picture4.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub13,23,4397,1,1,Node2,picture1.jpg,1,neutral,1,neutral,2,threat,2,threat,122,,neutral,threatthreat,has_threat
sub13,24,3012,1,2,Node1,picture3.jpg,1,neutral,2,threat,1,neutral,2,threat,212,,neutral,threatthreat,has_threat
sub13,25,3535,0,1,Node2,picture1.jpg,1,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub13,26,7748,1,1,Node3,picture3.jpg,1,threat,1,threat,2,threat,2,threat,122,,threat,threatthreat,has_threat
sub13,27,5601,1,2,Node2,picture1.jpg,1,neutral,2,threat,1,neutral,2,threat,212,,neutral,threatthreat,has_threat
sub13,28,2538,1,3,Node1,picture3.jpg,1,neutral,2,threat,2,threat,1,neutral,221,,neutral,threatthreat,has_threat
sub13,29,5958,1,1,Node4,picture4.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub13,30,2629,1,2,Node1,picture3.jpg,1,neutral,2,threat,1,neutral,2,threat,212,,neutral,threatthreat,has_threat
sub13,31,2179,1,2,Node2,picture1.jpg,1,neutral,2,threat,1,neutral,2,threat,212,,neutral,threatthreat,has_threat
sub13,32,3712,1,3,Node3,picture3.jpg,1,threat,2,threat,2,threat,1,threat,221,,threat,threatthreat,has_threat
sub13,33,3374,1,2,Node6,picture5.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub13,34,2808,1,2,Node4,picture4.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub13,35,4777,1,3,Node9,picture2.jpg,2,threat,1,neutral,1,neutral,2,threat,112,,threat,neutralneutral,no_threat
sub13,36,2951,1,2,Node8,picture2.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub13,37,2369,1,1,Node10,picture1.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub13,38,3276,1,2,Node9,picture2.jpg,2,threat,1,neutral,2,threat,1,neutral,121,,threat,neutralneutral,no_threat
sub13,39,5776,1,3,Node8,picture2.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub13,40,2384,1,3,Node2,picture1.jpg,1,neutral,2,threat,2,threat,1,neutral,221,,neutral,threatthreat,has_threat
sub13,41,6613,1,2,Node3,picture3.jpg,1,threat,2,threat,1,threat,2,threat,212,,threat,threatthreat,has_threat
sub13,42,4137,1,3,Node8,picture2.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub13,43,2482,1,1,Node2,picture1.jpg,1,neutral,1,neutral,2,threat,2,threat,122,,neutral,threatthreat,has_threat
sub13,44,2715,1,1,Node1,picture3.jpg,1,neutral,1,neutral,2,threat,2,threat,122,,neutral,threatthreat,has_threat
sub13,45,2208,1,3,Node2,picture1.jpg,1,neutral,2,threat,2,threat,1,neutral,221,,neutral,threatthreat,has_threat
sub13,46,3160,1,1,Node8,picture2.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub13,47,5526,1,1,Node9,picture2.jpg,2,threat,2,threat,1,neutral,1,neutral,211,,threat,neutralneutral,no_threat
sub13,48,3991,1,3,Node10,picture1.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub14,1,10636,1,1,Node8,picture5.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub14,2,12756,1,3,Node10,picture1.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub14,3,11053,1,2,Node6,picture1.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub14,4,10365,1,1,Node10,picture1.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub14,5,14131,1,3,Node9,picture3.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub14,6,12693,1,2,Node10,picture1.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub14,7,13811,1,3,Node9,picture3.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub14,8,4143,1,3,Node8,picture5.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub14,9,10576,1,2,Node1,picture4.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub14,10,3295,1,3,Node2,picture6.jpg,1,neutral,2,threat,2,threat,1,neutral,221,,neutral,threatthreat,has_threat
sub14,11,2876,1,3,Node4,picture4.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub14,12,9305,1,3,Node6,picture1.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub14,13,9408,0,3,Node4,picture4.jpg,1,threat,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub14,14,8039,0,2,Node4,picture4.jpg,1,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub14,15,3423,1,3,Node4,picture4.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub14,16,17408,1,2,Node9,picture3.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub14,17,21633,1,1,Node3,picture2.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub14,18,17238,1,1,Node10,picture1.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub14,19,4197,1,3,Node6,picture1.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub14,20,4094,1,2,Node8,picture5.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub14,21,8093,1,1,Node6,picture1.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub14,22,3689,1,1,Node2,picture6.jpg,1,neutral,1,neutral,2,threat,2,threat,122,,neutral,threatthreat,has_threat
sub14,23,4683,1,1,Node1,picture4.jpg,1,neutral,1,neutral,2,threat,2,neutral,122,,neutral,threatneutral,has_threat
sub14,24,5695,1,2,Node3,picture2.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub14,25,5246,1,1,Node2,picture6.jpg,1,neutral,1,neutral,2,threat,2,threat,122,,neutral,threatthreat,has_threat
sub14,26,7017,1,1,Node9,picture3.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub14,27,14279,1,1,Node1,picture4.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub14,28,3693,1,1,Node8,picture5.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub14,29,9331,1,2,Node1,picture4.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub14,30,2732,0,2,Node4,picture4.jpg,1,threat,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub14,31,6639,1,3,Node2,picture6.jpg,1,neutral,2,threat,2,threat,1,neutral,221,,neutral,threatthreat,has_threat
sub14,32,5826,1,1,Node4,picture4.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub14,33,2817,1,3,Node3,picture2.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub14,34,3178,1,3,Node1,picture4.jpg,1,neutral,2,neutral,2,threat,1,neutral,221,,neutral,neutralthreat,has_threat
sub14,35,5747,1,2,Node4,picture4.jpg,1,threat,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
sub14,36,5356,1,2,Node3,picture2.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub14,37,9893,1,1,Node4,picture4.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub14,38,7765,1,3,Node1,picture4.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub14,39,9579,0,3,Node2,picture6.jpg,1,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub14,40,7570,1,1,Node3,picture2.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub14,41,2885,1,2,Node2,picture6.jpg,1,neutral,2,threat,1,neutral,2,threat,212,,neutral,threatthreat,has_threat
sub14,42,4200,1,2,Node10,picture1.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub14,43,4623,1,2,Node9,picture3.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub14,44,3754,1,3,Node3,picture2.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub14,45,3857,1,2,Node4,picture4.jpg,1,threat,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
sub14,46,5246,1,2,Node2,picture6.jpg,1,neutral,2,threat,1,neutral,2,threat,212,,neutral,threatthreat,has_threat
sub14,47,4882,1,1,Node9,picture3.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub14,48,12699,1,2,Node6,picture1.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub15,1,2947,1,1,Node4,picture1.jpg,1,neutral,1,neutral,2,threat,2,neutral,122,,neutral,threatneutral,has_threat
sub15,2,3845,1,2,Node8,picture3.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub15,3,2930,1,1,Node2,picture10.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub15,4,3577,1,1,Node1,picture4.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub15,5,3401,1,3,Node4,picture1.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub15,6,3066,1,1,Node8,picture3.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub15,7,4354,1,2,Node6,picture4.jpg,2,neutral,1,neutral,2,neutral,1,neutral,121,,neutral,neutralneutral,no_threat
sub15,8,3470,1,3,Node8,picture3.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub15,9,3133,1,3,Node4,picture1.jpg,1,neutral,2,neutral,2,threat,1,neutral,221,,neutral,neutralthreat,has_threat
sub15,10,3871,1,2,Node10,picture7.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub15,11,3209,0,2,Node2,picture10.jpg,1,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub15,12,5081,1,1,Node6,picture4.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub15,13,2843,1,3,Node10,picture7.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub15,14,2306,1,3,Node9,picture3.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub15,15,2439,1,2,Node8,picture3.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub15,16,2187,1,1,Node1,picture4.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub15,17,3207,1,2,Node2,picture10.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub15,18,3255,1,2,Node3,picture1.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub15,19,3184,1,2,Node10,picture7.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub15,20,3002,1,2,Node6,picture4.jpg,2,neutral,1,neutral,2,neutral,1,neutral,121,,neutral,neutralneutral,no_threat
sub15,21,6174,1,1,Node9,picture3.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub15,22,2100,1,3,Node6,picture4.jpg,2,neutral,1,neutral,1,neutral,2,neutral,112,,neutral,neutralneutral,no_threat
sub15,23,2645,1,1,Node10,picture7.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub15,24,2885,1,1,Node6,picture4.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub15,25,2859,1,2,Node9,picture3.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub15,26,2467,1,1,Node2,picture10.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub15,27,2767,1,2,Node1,picture4.jpg,1,threat,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
sub15,28,4010,1,1,Node3,picture1.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub15,29,3117,1,2,Node2,picture10.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub15,30,2199,1,2,Node1,picture4.jpg,1,threat,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
sub15,31,1890,1,3,Node2,picture10.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub15,32,2545,1,2,Node9,picture3.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub15,33,2515,1,3,Node6,picture4.jpg,2,neutral,1,neutral,1,neutral,2,neutral,112,,neutral,neutralneutral,no_threat
sub15,34,2521,0,2,Node10,picture7.jpg,2,neutral,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub15,35,2659,1,1,Node10,picture7.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub15,36,2443,1,1,Node9,picture3.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub15,37,2651,1,3,Node10,picture7.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub15,38,2756,1,3,Node9,picture3.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub15,39,3174,1,3,Node1,picture4.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub15,40,3376,1,2,Node3,picture1.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub15,41,2505,1,3,Node1,picture4.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub15,42,6232,1,1,Node3,picture1.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub15,43,2372,1,2,Node4,picture1.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub15,44,3713,1,3,Node8,picture3.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub15,45,2185,1,3,Node2,picture10.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub15,46,2234,1,2,Node4,picture1.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub15,47,3606,1,3,Node3,picture1.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub15,48,2295,1,1,Node4,picture1.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub16,1,7147,1,3,Node9,picture8.jpg,2,neutral,1,neutral,1,neutral,2,neutral,112,,neutral,neutralneutral,no_threat
sub16,2,5566,1,2,Node6,picture10.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub16,3,4999,1,1,Node8,picture1.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub16,4,3708,1,3,Node6,picture10.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub16,5,3094,1,3,Node4,picture4.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub16,6,5262,1,2,Node3,picture2.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub16,7,4873,1,1,Node4,picture4.jpg,1,neutral,1,neutral,2,threat,2,neutral,122,,neutral,threatneutral,has_threat
sub16,8,8161,1,2,Node3,picture2.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub16,9,4290,1,1,Node9,picture8.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub16,10,5244,1,2,Node10,picture3.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub16,11,3421,1,3,Node3,picture2.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub16,12,4514,1,1,Node6,picture10.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub16,13,4550,1,1,Node10,picture3.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub16,14,4501,1,2,Node9,picture8.jpg,2,neutral,1,neutral,2,neutral,1,neutral,121,,neutral,neutralneutral,no_threat
sub16,15,7529,1,1,Node10,picture3.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub16,16,4585,1,1,Node3,picture2.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub16,17,2614,1,2,Node8,picture1.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub16,18,4966,1,2,Node9,picture8.jpg,2,neutral,1,neutral,2,neutral,1,neutral,121,,neutral,neutralneutral,no_threat
sub16,19,2144,1,3,Node8,picture1.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub16,20,5563,1,1,Node1,picture9.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub16,21,4664,1,2,Node2,picture3.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub16,22,2981,1,3,Node1,picture9.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub16,23,2635,1,1,Node4,picture4.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub16,24,3929,1,1,Node2,picture3.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub16,25,2498,1,2,Node4,picture4.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub16,26,8014,1,3,Node2,picture3.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub16,27,3167,1,3,Node9,picture8.jpg,2,neutral,1,neutral,1,neutral,2,neutral,112,,neutral,neutralneutral,no_threat
sub16,28,2973,1,3,Node4,picture4.jpg,1,neutral,2,neutral,2,threat,1,neutral,221,,neutral,neutralthreat,has_threat
sub16,29,2380,1,3,Node1,picture9.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub16,30,2149,1,3,Node8,picture1.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub16,31,8342,1,1,Node9,picture8.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub16,32,5441,1,3,Node10,picture3.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub16,33,2303,1,3,Node2,picture3.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub16,34,5161,1,2,Node4,picture4.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub16,35,3196,1,2,Node2,picture3.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub16,36,10033,1,2,Node1,picture9.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub16,37,4161,1,3,Node6,picture10.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub16,38,3357,1,3,Node3,picture2.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub16,39,9042,1,2,Node10,picture3.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub16,40,3775,1,1,Node6,picture10.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub16,41,6764,1,1,Node3,picture2.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub16,42,12805,1,3,Node10,picture3.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub16,43,8465,1,2,Node8,picture1.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub16,44,3673,1,2,Node1,picture9.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub16,45,4199,1,2,Node6,picture10.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub16,46,5031,1,1,Node8,picture1.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
