subject,transitionType,acc,transitionThreatKind,acc_descriptor,transition_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,0,neutral-neutral,false_alarms,no_threat
a3eqr9c0l23o6e,i,0,neutral-threat,misses,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,0,neutral-neutral,misses,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,0,neutral-neutral,false_alarms,no_threat
a3eqr9c0l23o6e,l,0,neutral-neutral,false_alarms,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,0,neutral-neutral,false_alarms,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,threat-neutral,hits,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-neutral,hits,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,i,1,neutral-threat,hits,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-threat,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,threat-neutral,correct_rejections,contains_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
a3eqr9c0l23o6e,l,1,neutral-neutral,correct_rejections,no_threat
